#timestamp x y z qx qy qz qw
1670532989.71116924 -0.00203117 0.00322467 0.00074647 0.00014406 -0.00000322 0.00001636 0.99999999
1670532989.81205630 0.00144492 0.01654592 0.00126504 0.00021391 0.00007870 0.00006263 0.99999997
1670532989.91303921 0.00190250 0.03149637 0.00408646 0.00027769 0.00002171 0.00015715 0.99999995
1670532990.01376772 -0.00104237 0.02590959 0.00211305 0.00025070 0.00005672 0.00010267 0.99999996
1670532990.11463499 -0.00226004 0.02747848 -0.00023525 0.00024381 0.00005217 0.00007132 0.99999997
1670532990.21548676 -0.00210584 0.02706264 0.00050002 0.00024631 0.00004766 0.00003389 0.99999997
1670532990.31630397 -0.00436555 0.02251430 -0.00017494 0.00018565 0.00007859 0.00000043 0.99999998
1670532990.41717076 -0.00579496 0.01419490 0.00036108 0.00022214 0.00011492 -0.00006067 0.99999997
1670532990.51802802 -0.00495607 0.01212652 0.00100453 0.00015736 0.00004611 -0.00007600 0.99999998
1670532990.61858821 -0.00195196 0.00743428 0.00149529 0.00013856 0.00002327 0.00001103 0.99999999
1670532990.70514846 -0.00131282 0.00849103 0.00125211 0.00011391 0.00001115 -0.00001179 0.99999999
1670532990.80740285 -0.00053291 0.01137848 0.00045681 0.00017437 0.00007485 0.00002591 0.99999998
1670532990.90691638 -0.00048641 0.01272770 -0.00064859 0.00015849 0.00005785 -0.00003194 0.99999999
1670532991.00780606 0.00007706 0.00883685 -0.00041181 0.00011746 0.00002065 0.00003018 0.99999999
1670532991.10869026 -0.00064680 0.00763138 -0.00013615 0.00007208 0.00002392 0.00005559 1.00000000
1670532991.20953560 -0.00202046 0.01069888 0.00040269 0.00015400 0.00004669 -0.00003578 0.99999999
1670532991.31030488 -0.00355413 0.01163800 0.00074087 0.00010390 0.00002114 -0.00008075 0.99999999
1670532991.41266537 -0.00570312 0.01303552 0.00052026 0.00015130 0.00005187 -0.00002623 0.99999999
1670532991.51210785 -0.00611890 0.01920976 -0.00035326 0.00016817 0.00008380 0.00005313 0.99999998
1670532991.61285925 -0.00655635 0.01957029 -0.00059197 0.00020830 0.00008650 0.00007607 0.99999997
1670532991.71594524 -0.00631704 0.01788896 -0.00044674 0.00016805 0.00006915 0.00004767 0.99999998
1670532991.82866025 -0.00550730 0.02021048 0.00018032 0.00015858 0.00004853 -0.00003451 0.99999999
1670532991.92983747 -0.00366671 0.01779250 0.00089522 0.00013091 0.00004005 0.00007368 0.99999999
1670532992.03099442 -0.00235379 0.01710336 0.00027897 0.00017940 0.00006618 -0.00002356 0.99999998
1670532992.13182449 -0.00329666 0.01934679 -0.00069072 0.00014005 0.00005156 -0.00010566 0.99999998
1670532992.23272038 -0.00443364 0.02039770 -0.00095547 0.00017249 0.00004781 0.00003419 0.99999998
1670532992.33349061 -0.00485322 0.02115326 -0.00053889 0.00017453 0.00004724 0.00003114 0.99999998
1670532992.43430233 -0.00524804 0.01820508 -0.00047056 0.00016861 0.00006935 0.00008070 0.99999998
1670532992.53516293 -0.00314454 0.01621277 -0.00048314 0.00014686 0.00006791 0.00001447 0.99999999
1670532992.63609791 -0.00289578 0.01829483 -0.00040925 0.00013856 0.00006442 -0.00001749 0.99999999
1670532992.73703671 -0.00286241 0.01971479 -0.00083354 0.00015324 0.00005713 0.00009347 0.99999998
1670532992.83791184 -0.00171482 0.01851175 -0.00051579 0.00015552 0.00004457 0.00002345 0.99999999
1670532992.93872595 0.00050188 0.01781005 0.00068285 0.00014741 0.00000408 0.00003296 0.99999999
1670532993.03954029 -0.00389204 0.01673856 0.00049659 0.00016333 0.00003318 -0.00002571 0.99999999
1670532993.14042950 -0.00430962 0.01786980 0.00029326 0.00016166 0.00003850 0.00003789 0.99999999
1670532993.24125862 -0.00480374 0.01443049 -0.00024987 0.00015337 0.00004061 0.00007778 0.99999998
1670532993.34214687 -0.00414868 0.01562307 -0.00043654 0.00017048 0.00005395 0.00009319 0.99999998
1670532993.44298053 -0.00213687 0.01781924 0.00000101 0.00015832 0.00005614 0.00003174 0.99999999
1670532993.54379582 -0.00189469 0.01992743 0.00018128 0.00017161 0.00003381 0.00001319 0.99999998
1670532993.64457822 -0.00333636 0.02265139 0.00018349 0.00017441 0.00004416 0.00003281 0.99999998
1670532993.74558425 -0.00227585 0.02600672 0.00012928 0.00019251 0.00004656 0.00007915 0.99999998
1670532993.84649205 -0.00240510 0.02526766 -0.00033688 0.00019507 0.00004858 0.00006365 0.99999998
1670532993.94730759 -0.00289081 0.02021720 0.00015873 0.00017008 0.00006053 0.00011077 0.99999998
1670532994.04808831 -0.00306174 0.01947653 -0.00006592 0.00014350 0.00002541 0.00007631 0.99999999
1670532994.14890790 -0.00547495 0.01697796 0.00004238 0.00016384 0.00004145 -0.00002405 0.99999999
1670532994.24994349 -0.00525728 0.01378035 0.00009600 0.00012056 0.00003452 -0.00005102 0.99999999
1670532994.35073614 -0.00350021 0.01469321 0.00071776 0.00018869 0.00004488 0.00005189 0.99999998
1670532994.45168996 -0.00313830 0.01410872 0.00082273 0.00013708 0.00004597 -0.00002916 0.99999999
1670532994.55249286 -0.00231029 0.01478805 0.00047448 0.00014255 0.00004176 0.00006084 0.99999999
1670532994.65324330 -0.00337577 0.01550912 0.00073251 0.00013672 0.00001791 0.00004647 0.99999999
1670532994.75416994 -0.00480874 0.02209800 0.00043816 0.00017095 0.00007061 0.00001930 0.99999998
1670532994.85511136 -0.00508256 0.02275765 0.00052435 0.00015670 0.00004906 -0.00001167 0.99999999
1670532994.95590901 -0.00581416 0.02129033 0.00085788 0.00012194 0.00004517 0.00001559 0.99999999
1670532995.05668998 -0.00572445 0.02239775 0.00020118 0.00018703 0.00006729 0.00003837 0.99999998
1670532995.15767264 -0.00623963 0.02036984 -0.00014652 0.00017052 0.00007028 -0.00006826 0.99999998
1670532995.25864649 -0.00642198 0.01882010 -0.00005174 0.00014279 0.00004759 0.00000575 0.99999999
1670532995.35938597 -0.00573210 0.01932439 -0.00040757 0.00017111 0.00006329 0.00000544 0.99999998
1670532995.46019602 -0.00547985 0.01878909 -0.00041082 0.00014124 0.00004211 0.00005355 0.99999999
1670532995.56098413 -0.00684914 0.02231587 0.00016331 0.00014789 0.00006224 -0.00005081 0.99999999
1670532995.66184378 -0.00754707 0.02331076 0.00109660 0.00017623 0.00006152 0.00002506 0.99999998
1670532995.76274776 -0.00614496 0.01953320 0.00152837 0.00014322 0.00006631 -0.00003400 0.99999999
1670532995.86371088 -0.00608537 0.01628948 0.00120762 0.00016653 0.00006735 -0.00003126 0.99999998
1670532995.96456194 -0.00639712 0.01480986 0.00118143 0.00014927 0.00004924 -0.00004688 0.99999999
1670532996.06536484 -0.00658139 0.01544632 0.00072428 0.00012303 0.00004222 -0.00005671 0.99999999
1670532996.16622066 -0.00633782 0.01772079 0.00021045 0.00012963 0.00004560 -0.00002025 0.99999999
1670532996.26707172 -0.00449153 0.01721765 0.00056883 0.00015206 0.00003714 -0.00010091 0.99999998
1670532996.36794019 -0.00417516 0.01559889 0.00058606 0.00014279 0.00003882 -0.00011710 0.99999998
1670532996.46878099 -0.00277130 0.02054667 0.00054644 0.00014925 0.00003852 0.00001027 0.99999999
1670532996.56963420 -0.00202680 0.01874559 0.00019301 0.00014192 0.00005442 0.00005416 0.99999999
1670532996.67001557 -0.00036454 0.02111184 0.00070326 0.00015658 0.00003051 -0.00000499 0.99999999
1670532996.76276946 -0.00184697 0.02168079 0.00040744 0.00015884 0.00003621 -0.00004249 0.99999999
